nazwa_ogloszenia,cena,opis,lokalizacja,zametr,pokoje,powierzchnia,umeblowane,czynsz,rodzaj zabudowy,rynek,piętro,typ,forma wlasnosci,stan wykonczenia,balkon/ogrod/taras,miejsce parkingowe,ogrzewanie
Śródmieście/4 pokoje/balkon/winda/media miejskie,740 000 zł,"Polecam mieszkanie 4 pokojowe w centrum, Śródmieście, przy bocznej, spokojnej ulicy.
Mieszkanie idealne dla rodziny, ale także doskonała lokata kapitału jako mieszkanie na wynajem.

LOKALIZACJA:
- Wrocław Śródmieście, osiedle Ołbin,
- ul. Barlickiego, małe natężenie ruchu,
- w pobliżu pełna infrastruktura, ale także park Tołpy i tereny rekreacyjne nad Odrą,
- około 1,5 km do Pl. Grunwaldzkiego, 2 km do Rynku,
- blisko komunikacja miejska (tramwaje i autobusy)

BUDYNEK:
- budynek 6 cio piętrowy z 1990 roku,
- wybudowany w technologii tradycyjnej, ściany z cegły,
- nowa winda,
- klatka zadbana,
- elewacja docieplona

MIESZKANIE:
- o powierzchni 74,03 m2,
- położone na 4 piętrze (winda),
- dwustronne SE-NW, w pełni rozkładowe,
- 4 pokoje o pow: 20,5+12,6+9,5+8,
- kuchnia oddzielna z oknem,
- jest balkon, szeroki i wygodny,
- układ mieszkania widoczny na załączonym rzucie

STAN MIESZKANIA:
- ogólnie dobry,
- okna i drzwi zewnętrzne wymienione w 2021 r,
- na podłodze mozaika parkietowa w dobrym stanie,
- piony wodno kanalizacyjne wymienione,
- instalacja elektryczna miedziana,

OPŁATY MIESIĘCZNE:
- 830 zł plus tylko prąd

OGRZEWANIE I CIEPŁA WODA:
- centralne, z sieci miejskiej

INFORMACJE DODATKOWE:
- jest założona księga wieczysta,
- bez obciążeń i zadłużeń,
- szybki termin wydania,
- do mieszkania przynależy piwnica o powierzchni 5,75 m2,
- wokół budynku są ogólnodostępne miejsca parkingowe,
- więcej ofert i zdjęć na stronie biura

----
Więcej informacji: Teresa Drozd-Beżaniszwili tel. 697-858-848,
biuro DROZD Nieruchomości,
poniedziałek-piątek 9.00-19.00
Pośrednik od 2007 roku, nr lic. 14831. Korzystając z wiedzy i doświadczenia, pomogę Państwu w zakupie oraz sprzedaży nieruchomości, tak aby cały proces był spokojny i bezpieczny.
Oferta na stronie to tylko część mieszkań, jakie mogę zaoferować.
Zapraszam do kontaktu.
/Przykładamy dużą wagę do tego, aby możliwie najdokładniej i rzetelnie przedstawić Państwu informacje o nieruchomości, jednak zamieszczone przez nas oferty nie stanowią oferty w rozumieniu Kodeksu Cywilnego./

Oferta wysłana z programu dla biur nieruchomości ASARI CRM ()","ul. Norberta Barlickiego, Ołbin, Śródmieście, Wrocław, dolnośląskie",9 996 zł/m²,4,"74,03 m²","meble, lodówka, kuchenka",830 zł,plomba,,4/6,biuro nieruchomości,pełna własność,do zamieszkania,balkon,garaż/miejsce parkingowe,miejskie
4 pokoje do zamieszkania | zielony Gądów!,970 000 zł,"Na sprzedaż duże, rozkładowe mieszkanie z potencjałem inwestycyjnym lub dla rodziny!
Lokalizacja:
Nieruchomość znajduje się na spokojnym osiedlu, z dala od ruchliwych ulic, przy jednoczesnej bliskości centrum miasta - dojedziemy do niego w ok. 12 minut. Wokół znajduje się pełna infrastruktura, w bliskim sąsiedztwie znana 'Hala Tęczowa'. Tuż obok budynku kursuje 7 linii autobusowych, a dodatkowo tramwaje na pobliskiej ul. Lotniczej.
Układ mieszkania:
- Pokój 23m2
- Pokój 17m2
- Sypialnia 11m2
- Sypialnia 10m2
- Kuchnia
- Łazienka
- Wc
- Korytarz
- Balkon","ul. Jerzego Bajana, Gądów, Fabryczna, Wrocław, dolnośląskie",11 149 zł/m²,4,87 m²,,1 100 zł,,wtórny,5/8,,,do zamieszkania,balkon,,miejskie
2-pokojowe mieszkanie 41m2 + balkon Bezpośrednio,584 163 zł,Wirtualny spacer,,"ul. Ibn Siny Awicenny, Oporów, Fabryczna, Wrocław, dolnośląskie",2,"41,9 m²",,,,,3/3,,pełna własność,do wykończenia,balkon,garaż/miejsce parkingowe,
Kawalerka-DO REMONTU-ul.Grabiszyńska-kamienica,310 000 zł,"Do sprzedania Kawalerka o powierzchni 24, 73m2 przy ul.Grabiszyńskiej.
Mieszkanie do częściowego remontu.
Wymienione okna, instalacje.
Mieszkanie na parterze w wyremontowanej  kamienicy.
Dodatkowo antresola.
Łazienka z prysznicem.
Ogrzewanie elektryczne, woda na boiler elektryczny.
Czynsz około:400zl
Cena:310 000zł
Zapraszam do oglądania!
Osoba do kontaktu-Aleksandra Sidorowicz-601 167 877","ul. Grabiszyńska, Grabiszyn, Fabryczna, Wrocław, dolnośląskie",12 400 zł/m²,,25 m²,brak informacji,400 zł,kamienica,,parter/4,biuro nieruchomości,pełna własność,do remontu,,,elektryczne
Mieszkanie 47 m w centrum miasta,479 000 zł,,"Przedmieście Świdnickie, Stare Miasto, Wrocław, dolnośląskie",10 191 zł/m²,2,47 m²,brak informacji,,kamienica,,1/5,prywatny,pełna własność,,,,
Jasny apartament inwestycyjny Zwycięska 3,"595 077,08 zł","Przedmiotem ogłoszenia jest 2-pokojowy apartament 3.08 położony na trzecim piętrze w inwestycji Zwycięska 3. To ustawny lokal o powierzchni 38,55 m2. Cechą inwestycji jest wysoki standard i świetna lokalizacja. Zapraszamy do zapoznania się z ofertą i do kontaktu.
Cena apartamentu obejmuje:
• kompleksowe wykończenie łazienki
• aneks kuchenny wraz ze sprzętem AGD
• klimatyzacja",,"ul. Zwycięska, Partynice, Krzyki, Wrocław, dolnośląskie",2,"38,55 m²",,,,pierwotny,3/4,,,,balkon,garaż/miejsce parkingowe,
"Mieszkanie, 32 m², Wrocław",409 600 zł,"M-jednopokojowe na sprzedaz
Wrocław Nadodrze ul Kaszubska .
Bardzo dobra propozycja dla inwestorów szukających mieszkań pod wynajem.
Lokal bezczynszowy , wyodrębniona własność w kamienicy na trzecim piętrze.
Powierzchnia 32mkw.
Media : prąd, gaz , woda .
Budynek ocieplony z nowego typu elewacją zewnętrzną.
Okna PCV.
Kamienica położona w odległości 1 km od Wrocławskiego Rynku i Uniwersytetu Wrocławskiego, dobrze
skomunikowanej z Centrum miasta - przystanki komunikacji miejskiej, w pobliżu dworzec PKP Nadodrze,
sklepy. Dla rodzin wiele udogodnień: szkoły, przedszkola, place zabaw, park.
Możliwość zakupu kilku mieszkań!
zmiana 2024-01-15","Nadodrze, Śródmieście, Wrocław, dolnośląskie",12 800 zł/m²,,32 m²,,,,wtórny,3/3,,pełna własność,do zamieszkania,,,elektryczne
Mieszkanie w budynku dwulokalowym z ogrodem,640 000 zł,"Mieszkanie w budynku dwulokalowym o powierzchni użytkowej 47 m2 z ogrodem 115m2, położony na osiedlu domów jednorodzinnych w cichej i spokojnej okolicy, w odległości 12 km od Wrocławskiego Rynku w dobrze skomunikowanej części miasta z bogatą ofertą usługowo - handlową. 
Mieszkanie znajduje się na pierwszym piętrze, które składa się z kuchni 10m2, salonu 17m2, sypialni 16m2, łazienki 4m2 oraz korytarza w części wspólnej.   
Dodatkowym pomieszczeniem jest pomieszczenie gospodarcze o powierzchni 13m2, garaż oraz strych nad garażem o łącznej powierzchni 40m2. ( garaż 20m2 strych nad garażem 20m2). Ponadto na podwórku przynależą do lokalu 3 miejsca postojowe naziemne.
Budynek jest po remoncie, ocieplony, pokryty dachówką karpiówką. W 2021 roku został wymieniony piec na dwufunkcyjny - gazowy, objęty gwarancją. Dodatkowo zostały wymienione okna PCV, drzwi antywłamaniowe, została zrobiona nowa instalacja hydrauliczna. A całemu uroku w mieszkaniu dodaje podłoga zrobiona z drzewa egzotycznego oraz miejsce przeznaczone na montaż kominka.
Natomiast poddasze nad garażem o pow. 20m2 może być wykorzystane na prowadzenie własnej działalności lub posłużyć nam jako osobna przestrzeń na biuro do pracy, miejsce gdzie nikt i nic nie będzie pracownikowi przeszkadzać w wykonywaniu zadań.
Cudownym miejscem jest również wydzielony ogródek, gdzie miło spędzimy czas z rodziną i przyjaciółmi.
W bliskiej odległości znajduje się Park Stabłowicki, Park Ekopark Stabłowice, przystanki                      autobusowe bezpośrednio skomunikowane z centrum miasta i innymi dzielnicami.
Okolica bogata w zaplecze usługowo-handlowe. Obok osiedla znajduje się sklepy osiedlowe oraz duże markety (Biedronka, Lidl, Media Markt), przedszkole i szkoła podstawowa ( w odległości ok. 400 m od budynku).Obok infrastruktura wyposażona w salony kosmetyczne, stacje benzynowe i lokale gastronomiczne.
Roczne utrzymanie nieruchomości 2 700 zł.
Miesięczne opłaty wynoszą 202 zł ze wszystkimi mediami.
Cena 640 000,00 zł.
Pomagamy w uzyskaniu finansowania na zakup nieruchomości!
  Serdecznie zapraszam na prezentację w dogodnym dla Państwa terminie.
Katarzyna M. 668-384-212
Informacje zawarte w ogłoszeniu nie stanowią oferty handlowej w rozumieniu art. 66 kodeksu Cywilnego","Leśnica, Fabryczna, Wrocław, dolnośląskie",13 617 zł/m²,2,47 m²,"zmywarka, lodówka, meble, piekarnik, kuchenka",,dom wolnostojący,,1/1,biuro nieruchomości,,,ogródek,garaż/miejsce parkingowe,gazowe
Mieszkanie 3 pokojowe blisko centrum -Wrocław,550 000 zł,"Na sprzedaż mieszkanie  zlokalizowane blisko centrum i komunikacji miejskiej we Wrocławiu w dzielnicy Grabiszyn przy ul. Mieleckiej. Budynek z lat 30 XX wieku. 

Lokalizacja w budynku - mieszkanie znajduje się na I piętrze w budynku III piętrowym.
Powierzchnia użytkowa - 58,20 m2.
Okna - PCV, skrzyniowe -drewniane
Standard wykończenia - średni, do remontu.
Drzwi wejściowe - antywłamaniowe.
Podłogi - parkiet, wykładzina PCV, terakota.
Układ funkcjonalny - 3 pokoje, kuchnia, łazienka, przedpokój, loggia. 
Do mieszkania przynależy - mała piwnica. 

Przyłącza w lokalu - wodociągowe, kanalizacyjne, gazowe i elektryczne. 
- C.O. - piece kaflowe
- C.W. - podgrzewacz elektryczny.","Gajowice, Fabryczna, Wrocław, dolnośląskie",9 450 zł/m²,3,"58,2 m²",brak informacji,,brak informacji,,1/3,biuro nieruchomości,pełna własność,do remontu,,garaż/miejsce parkingowe,
❗️Bez Prowizji / blisko Rynku / Nowe❗️,1 349 000 zł,"*** Sprzedaż bez dodatkowej prowizji z żadnej ze stron. Jesteśmy biurem sprzedaży właściciela ***

Jeśli szukasz nowoczesnego apartamentu gotowego do zamieszkania, zlokalizowanego jak najbliżej wrocławskiego Rynku, jednocześnie znajdująca się w sąsiedztwie parku i zieleni, z ładnym widokiem - nie szukaj dalej! Poniższa oferta, jako jedyna spełnia wszystkie te kryteria.

Zapraszamy do zapoznania się z ofertą sprzedaży nowego, gotowego do zamieszkania, trzypokojowego apartamentu z dwoma balkonami i miejscem postojowym.

Nieruchomość usytuowana jest na V piętrze nowej inwestycji ATC Development - Kępa Park, przy ul. Dmowskiego 75, na Kępie Mieszczańskiej, oddanej do użytkowania w 2022 roku.

Apartament o powierzchni ok. 65 m2 składa się z:
✅ pokoju dziennego z aneksem kuchennym, z wyjściem na balkon, klimatyzacją (ok 30 m2,),
✅ dwóch sypialni (po ok. 11 m2), w tym jedna z balkonem,
✅ łazienki z oknem, wanną i natryskiem,
✅ przestronnego przedpokoju.

Nieruchomość została przygotowana w najwyższym standardzie, zgodnie z projektem architekta, z myślą o spełnieniu oczekiwań nawet najbardziej wymagających klientów,

Doskonała lokalizacja!
✅ w bezpośrednim sąsiedztwie miejsc rekreacyjnych - Parku Mieszczańskiego i wałów Odry,
✅ 15 minut spacerem do wrocławskiego Rynku,
✅ 3 km do Magnolii Park,
✅ 3,5 km do Śródmiejskiej Obwodnicy Wrocławia,
✅ 4 km do Aquapark Wrocław.

Do mieszkania przynależy miejsce postojowe w garażu podziemnym (dodatkowo płatne w kwocie 55.000 zł).

Jeśli zakup tej lub innej nieruchomości planujesz sfinansować ze środki pochodzących z kredytu hipotecznego, proponujemy bezpłatne konsultacje z wybranym, doświadczonym pośrednikiem kredytowym, który bezpłatnie pomoże wybrać najkorzystniejszą ofertę kredytową.

Zapraszamy na bezpłatną prezentację. Posiadamy klucze do apartamentu.

Opiekun oferty: Filip Tagil, nr licencji Polskiej Federacji Rynku Nieruchomości: 23765","ul. Romana Dmowskiego, Nadodrze, Śródmieście, Wrocław, dolnośląskie",20 754 zł/m²,3,65 m²,,,,wtórny,5/6,,,do zamieszkania,,,
"Mieszkanie, 53,91 m², Wrocław",630 747 zł,"M-dwupokojowe na sprzedaz
Wrocław Nadodrze ul Kaszubska .
Bardzo dobra propozycja dla inwestorów szukających mieszkań pod wynajem.
Lokal bezczynszowy , wyodrębniona własność w kamienicy na drugim piętrze.
Powierzchnia 53,91mkw.
Media : prąd, gaz , woda .
Budynek ocieplony z nowego typu elewacją zewnętrzną.
Okna PCV.
Kamienica położona w odległości 1 km od Wrocławskiego Rynku i Uniwersytetu Wrocławskiego, dobrze
skomunikowanej z Centrum miasta - przystanki komunikacji miejskiej, w pobliżu dworzec PKP Nadodrze,
sklepy. Dla rodzin wiele udogodnień: szkoły, przedszkola, place zabaw, park.
Możliwość zakupu kilku lokali!
zmiana 2024-01-15","Nadodrze, Śródmieście, Wrocław, dolnośląskie",11 700 zł/m²,2,"53,91 m²",,,,wtórny,2/3,,pełna własność,do zamieszkania,,,elektryczne
Zainwestuj w apartament - Partynice ul. Zwycięska,"593 842,16 zł","Przedmiotem ogłoszenia jest 2-pokojowy apartament 3.03 położony na trzecim piętrze w inwestycji Zwycięska 3. To ustawny lokal o powierzchni 38,47 m2. Cechą inwestycji jest wysoki standard i świetna lokalizacja. Zapraszamy do zapoznania się z ofertą i do kontaktu.
Cena apartamentu obejmuje:
• kompleksowe wykończenie łazienki
• aneks kuchenny wraz ze sprzętem AGD
• klimatyzacja
• zamontowane drzwi wewnętrzne
• położone podłogi z wysokiej jakości paneli
• pomalowane ściany
Do wykończenia podstawowego istnieje możliwość dokupienia dodatkowej usługi wykończenia ""pod klucz"" widocznego na zdjęciach. Szczegóły w Biurze Sprzedaży i na stronie dewelopera Triada-Dom.
Inwestycja
Apartamentowiec „Zwycięska 3” to inwestycja zlokalizowana na Partynicach, przy ul. Zwycięskiej we Wrocławiu.
Jest to obiekt o charakterze hotelowym, w którym proponujemy zakup atrakcyjnych apartamentów inwestycyjnych oraz lokali handlowych.
Obiekt hotelowy posiada 4 piętra z podziemną halą garażową.
Na parterze zlokalizowane są lokale handlowe wraz z recepcją.
Powyżej powstaje 136 apartamentów inwestycyjnych o powierzchni od 18 m² do 74m² z aneksami kuchennymi i balkonami. Jest to znakomity cel biznesowy oraz idealne rozwiązanie dla pracodawców, którzy poszukują zakwaterowania dla swoich pracowników.
Dużą zaletą apartamentów inwestycyjnych jest możliwość odliczenia 23% podatku VAT.
W ofercie sprzedaży posiadamy także dwa lokale biurowe o powierzchni 476 m².
W budynku znajdują się trzy klatki schodowe oraz cichobieżne windy, które pozwolą na swobodne i bezproblemowe przemieszczanie się pomiędzy piętrami. Z myślą o zmotoryzowanych zaprojektowano parking w garażu podziemnym, który posiada 168 miejsc postojowych, dodatkowo, na zewnątrz na terenie inwestycji powstaje 69 naziemnych miejsc postojowych.
Lokalizacja
„Zwycięska 3” to doskonała lokalizacja dla miłośników aktywnego spędzania wolnego czasu, ponieważ znajduje się w bezpośrednim sąsiedztwie Wrocławskiego Toru Wyścigów Konnych oraz w pobliżu Parku Południowego oraz Parku Klecińskiego.
W odległości 3 km znajduje się największe centrum handlowe w Polsce - Aleja Bielany. Inwestycja jest bardzo dobrze skomunikowana z pozostałą częścią Wrocławia poprzez komunikację miejską, a bliskość Alei Karkonoskiej pozwala na szybki dojazd do autostrady A4 oraz Autostradowej Obwodnicy Wrocławia.",,"ul. Zwycięska, Partynice, Krzyki, Wrocław, dolnośląskie",2,"38,47 m²",brak informacji,,apartamentowiec,,3/4,deweloper,,,balkon,garaż/miejsce parkingowe,
Śliczne 4 pok. Mp w cenie/odnowione/ogród/kameralna wspólnota/bezpośr.,1 100 000 zł,"/Oferta bez pośredników/

Wspaniałe, wyremontowane mieszkanie na Wojszycach (ul. Grota-Roweckiego), położone na parterze dwupiętrowego budynku. Gotowe do wprowadzenia. Mieszkanie dwustronne, rozkładowe z ogrodem zaprojektowanym przez architekta krajobrazu.

BUDYNEK:

W budynku tylko 16 mieszkań- mała Wspólnota Mieszkaniowa, spokojni sąsiedzi i dobry Zarządca. Teren ogrodzony, brama na pilota, miejsca parkingowe dla mieszkańców pod budynkiem, nielimitowane i w cenie! Spokojna okolica.
Niedawno założony monitoring zewnętrzny. Za budynkiem urządzony teren zielony do wspólnego użytkowania przez mieszkańców z grillem i meblami ogrodowymi. Przystanek autobusowy bezpośrednio przed budynkiem.

UKŁAD MIESZKANIA:

Wejście z wiatrołapem, obok pomieszczenie gospodarcze i kuchnia otwarta na salon i korytarz, z korytarza wejście do 3 sypialni i łazienki.

Kuchnia z oknem, nowa i w pełni wyposażona z Ikei (zainstalowana w 2022 r.). Podłoga w kuchni i korytarzu z nowoczesnych, wodoodpornych paneli winylowych odpornych na ścieranie.

Salon duży i przestronny (ok. 27 m2) z wyjściem na ogród i dodatkowym oknem.

Trzy wygodne i ustawne sypialnie (ok. 13-14 m2), wyposażone w szafy w zabudowie. W jednej z nich dodatkowe wyjście na ogród.

W salonie i sypialniach piękne modrzewiowe podłogi cyklinowane 2 lata temu. Na ścianach gładzie.

Duża łazienka z wanną i osobnym prysznicem po generalnym remoncie w 2020 r. z meblami łazienkowymi w cenie. Ogrzewanie podłogowe.

Drzwi wejściowe i wszystkie okna wymienione w 2022 r. W oknach elektryczne rolety sterowane na pilota.

W mieszkaniu ogrzewanie elektryczne (grzejniki akumulatorowe ładujące się w tańszej taryfie).

Ogród o powierzchni 68 m2 z tarasem i chodnikiem wzdłuż ściany budynku. W ogrodzie dwa trawniki, piękne nasadzenia - magnolia, rododendrony i inne krzewy, byliny. Ogród od strony południowej, częściowo przyjemnie zacieniony.

W mieszkaniu można dokonać zmiany układu pomieszczeń np. wydzielić dodatkowy pokój lub dodatkową toaletę, a nawet możliwe jest podzielenie mieszkania na dwa osobne lokale.

W bezpośrednim pobliżu sklepy tj. Żabka, Biedronka, Lidl, a także apteka, warzywniaki oraz liczne lokale gastronomiczne. Bliskość terenów zielonych: nowy park Zielone Wojszyce, place zabaw dla dzieci, w odlegości kilku przystanków również Park Skowroni, Park Andersa oraz teren Wrocławskich Torów Wyścigów Konnych Partynice i Park Kleciński.

Komunikacja z miastem: 3 linie autobusowe (i 1 nocna) oraz stacja PKP Wrocław Wojszyce.

Serdecznie zapraszamy do kontaktu.","Wrocław, Krzyki",10536.4 zł/m²,4,"104,40 m²",Tak,,Apartamentowiec,Wtórny,Parter,Prywatne,,,,,
✅OGRÓDEK✅| NajlepszaCENA | Sprawdź|DużeOkna | HIT!,346 000 zł,"WRÓCIŁO DO SPRZEDAŻY!! OSTATNIE MIESZKANIE Z OGRÓDKIEM!!
-> umów się na prezentację mieszkania na żywo
-> ostatnie mieszkania w ofercie
-> 0% PROWIZJI
OFERTA BEZPOŚREDNIO OD DEWELOPERA. 
Razem płynnie przejdziemy przez cały proces zakupu nieruchomości.
Wszystkie formalności związane z kredytowaniem nieruchomości załatwimy na miejscu.

Na sprzedaż słoneczne dwupokojowe mieszkanie położone na parterze w nowoczesnym budynku. Wystawa okien wschodnia. Do mieszkania przynależy przestronny ogródek oraz taras na którym znajdziesz dodatkową przestrzeń do odpoczynku.
Mieszkanie tworzy przestronny salon z aneksem kuchennym oraz duża sypialnia. W przedpokoju miejsce na dużą szafę. W łazience bez najmniejszych problemów zmieścimy wannę. Przemyślany układ pomieszczeń tworzy doskonałą funkcjonalność.

Dwupiętrowe kameralnie położone budynki w dobrym standardzie. Do każdego z mieszkań przynależy balkon bądź ogródek. Duże przestrzenie między budynkami gwarantują poczucie intymności.
Przy budynku przewidziane są miejsca parkingowe naziemne.

Inwestycja mieści się w dobrze skomunikowanej okolicy, to gwarancja codziennej wygody, a bliskość arterii drogowych zapewnia szybki dojazd do Centrum. W pobliżu osiedla znajdziesz sklepy (zarówno małe, jak i duże), usługi, placówki edukacyjne, przychodnie i poradnie medyczne. I oczywiście miejsca do rekreacji.","ul. Ignacego Mościckiego, Bieńkowice, Krzyki, Wrocław, dolnośląskie",9 402 zł/m²,2,"36,8 m²",,,,pierwotny,parter,,pełna własność,,"balkon, taras",garaż/miejsce parkingowe,miejskie
