nazwa ogloszenia,cena,opis,lokalizacja,zametr,pokoje,powierzchnia,wysposażenie,czynsz,rodzaj zabudowy,rynek,piętro,typ,forma wlasnosci,stan wykonczenia,balkon/ogrod/taras,miejsce parkingowe,ogrzewanie,telefon,link
"Dwustronne|Gotowe w 24|Piękne,kameralne|Ogródek",639 300 zł,"Do sprzedaży dwustronne 3 pokoje z ogródkiem na nowym, kameralnym osiedlu na Lipie Piotrowskiej.
Posiadamy w sprzedaży mieszkania na innych piętrach oraz o różnych układach-zapraszam na spotkanie na osiedlu!
NIERUCHOMOŚĆ:
Jasne, ustawne mieszkanie o powierzchni 58 m2 usytuowane na parterze kameralnego budynku wielorodzinnego.
Mieszkanie składa się z przestronnego pokoju dziennego z aneksem kuchennym, 2 sypialni, ustawnego przedpokoju z miejscem na szafę, dużej  łazienki oraz dodatkowo ogródka od strony południowej.","Melisowa, Lipa Piotrowska, Psie Pole, Wrocław, dolnośląskie",11 022 zł/m²,3.0,58 m²,brak informacji,,blok,pierwotny,parter/2,biuro nieruchomości,pełna własność,do wykończenia,"ogródek, taras",garaż/miejsce parkingowe,gazowe,882 714 302,https://www.otodom.pl/pl/oferta/dwustronne-gotowe-w-24-piekne-kameralne-ogrodek-ID4oKFw
"Dwupoziomowe, klimatyzacja, 2 miejsca postojowe",1 199 000 zł,"Piękne dwupoziomowe mieszkanie na Promenadach Wrocławskich w budynku z 2019 roku. Na 1 poziomie: salon z aneksem kuchennym, wyposażeniem AGD, balkonem i klimatyzacją. Łazienka z wanną, pralką i suszarką. Na 2 poziomie: dwa pokoje w tym jeden z balkonem i klimatyzacją. Łazienka z prysznicem. W mieszkaniu wykonano na zamówienie: zabudowę kuchenną, szafy w przedpokoju i sypialni, łazienki, schody dębowe. Do mieszkania przynależą dwa miejsca postojowe ( w cenie mieszkania) - jedno w hali garażowej, z której dojedzie się dużą windą na poziom mieszkania. Na dachu znajduje się miejsce rekreacyjne dla mieszkańców budynku z ławeczkami i mini siłownią. W okolicy liczne sklepy, punkty usługowe i miejsca rekreacyjne. Okolica idealnie skomunikowana z innymi częściami miasta. ","ul. Rychtalska, Kleczków, Psie Pole, Wrocław, dolnośląskie",16 380 zł/m²,3.0,"73,2 m²","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",,blok,wtórny,4/5,prywatny,pełna własność,do zamieszkania,balkon,garaż/miejsce parkingowe,miejskie,667 171 313,https://www.otodom.pl/pl/oferta/dwupoziomowe-klimatyzacja-2-miejsca-postojowe-ID4oN9R
Nowe osiedle/4 pokoje/Dużo zieleni/Tramwaj/Ogródek,870 000 zł,"4 pokoje/ Nowoczesne osiedle/Dużo zieleni/Cicha okolica/Tramwaj/Ogródek
Posiadam w sprzedaży mieszkania na różnych piętrach oraz w różnym metrażu zarówno na tej inwestycji jak i w całym Wrocławiu.
Kupujący nie płaci prowizji oraz podatku PCC.
- 10 min pieszo do pętli tramwajowej
- tereny przyrodnicze Natura 2000 tuż za progiem
- balkon lub taras do każdego z mieszkań
- na osiedlu znajduje się własny klub mieszkańca z salą do jogi
- bliskość parku wschodniego
Mieszkanie o powierzchni około 68 m2 składa się z:
- pokoju dziennego z aneksem kuchennym (możliwość wydzielenia kuchni)
- trzech sypialni
- WC
- łazienki
- przedpokoju
Dodatkowo:
- balkon
- ogródek 70 m2
Termin zakończenia budowy: III kwartał 2025
Mieszkanie jest oddawane w stanie deweloperskim, do własnej aranżacji.
Zdjęcia przedstawione w ofercie są wizualizacjami.
✔︎ Zapewniam pomoc w uzyskaniu kredytu oraz wykończeniu mieszkania pod klucz.
✔︎ Kupując z nami nieruchomość zyskujesz 10% rabatu na wykończenie lub remont mieszkania*
✔︎ Możliwość bezpłatnej rezerwacji mieszkania.
Zapraszam do kontaktu:
Magdalena Kapica: tel. 881 474 939
@-mail:
Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Grzegorz Niewczas (licencja nr: 21838)
oto- 503124
Oferta została przygotowana na podstawie informacji uzyskanych od dewelopera. Informacje te są przez nas weryfikowane i sprawdzane, mogą jednak ulegać aktualizacji, w związku z czym powyższa oferta nie stanowi oferty handlowej w rozumieniu Kodeksu Cywilnego, a dane w niej zawarte mają jedynie charakter informacyjny.
Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Grzegorz Niewczas (licencja nr: 21838)","ul. Księska, Księże, Krzyki, Wrocław, dolnośląskie",12 794 zł/m²,4.0,68 m²,brak informacji,,brak informacji,pierwotny,parter/2,biuro nieruchomości,pełna własność,,"balkon, ogródek",garaż/miejsce parkingowe,miejskie,881 474 939,https://www.otodom.pl/pl/oferta/nowe-osiedle-4-pokoje-duzo-zieleni-tramwaj-ogrodek-ID4oOMi
Piękne osiedle|Dwupoziomowe|Taras|Gotowe w 2024,1 025 000 zł,"Do sprzedaży piękne,dwupoziomowe mieszkanie  5 pokojowe z dużym tarasem  na prestiżowym Ołtaszynie.
Nowa inwestycja na wrocławskim Ołtaszynie to idealna propozycja dla osób, które cenią sobie spokój i znakomitą lokalizację. To kameralne osiedle domów szeregowych i mieszkań z ogrodami lub tarasami – wymarzone miejsce do życia dla par i rodzin z dziećmi.
Przystanek autobusowy przy osiedlu.
Gotowe już w tym roku!
Oferta bez prowizji, bezpośrednio od dewelopera.","Ołtaszyn, Krzyki, Wrocław, dolnośląskie",8 686 zł/m²,5.0,118 m²,brak informacji,,brak informacji,pierwotny,1/2,biuro nieruchomości,pełna własność,do wykończenia,taras,garaż/miejsce parkingowe,kotłownia,882 714 302,https://www.otodom.pl/pl/oferta/piekne-osiedle-dwupoziomowe-taras-gotowe-w-2024-ID4oITU
3-pokojowe mieszkanie 52m2 + ogródek Bez Prowizji,638 412 zł,Wirtualny spacer,"ul. Konińska, Leśnica, Fabryczna, Wrocław, dolnośląskie",12 066 zł/m²,3.0,"52,91 m²",,,,,parter/4,,pełna własność,do wykończenia,"taras, ogródek",garaż/miejsce parkingowe,,573 560 379,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-52m2-ogrodek-bez-prowizji-ID4oLgO
2pok.rozkład balkon 2016 Olimpia Port,720 000 zł,,"Swojczyce, Psie Pole, Wrocław, dolnośląskie",14 876 zł/m²,2.0,"48,4 m²",,,,,,,,,,,,887 545 800,https://www.otodom.pl/pl/oferta/2pok-rozklad-balkon-2016-olimpia-port-ID4oONy
PROMOCJA | NajlepszaCENA |SuperUstawne|Sprawdź HIT,539 000 zł,"Pracujemy 7 dni w tygodniu. Zainteresowała Cię oferta? Zadzwoń, zanim ubiegną Cię inni.
-> umów się na prezentację mieszkania na żywo
-> ostatnie mieszkania w ofercie
-> 0% PROWIZJI
OFERTA BEZPOŚREDNIO OD DEWELOPERA. 
W ofercie posiadamy piękne mieszkania(dwu/trzy oraz czteropokojowe) z ogródkami lub balkonami. Klucze za rok. ","ul. Ignacego Mościckiego, Bieńkowice, Krzyki, Wrocław, dolnośląskie",7 985 zł/m²,4.0,"67,5 m²",brak informacji,,apartamentowiec,pierwotny,1,biuro nieruchomości,pełna własność,,"balkon, taras",garaż/miejsce parkingowe,miejskie,690 725 555,https://www.otodom.pl/pl/oferta/promocja-najlepszacena-superustawne-sprawdz-hit-ID4oOOo
2 pokoje/taras/ogród/komórka/m.postojowe,750 000 zł,,"Wojszyce, Krzyki, Wrocław, dolnośląskie",,,,,,,,,,,,,,,780 718 009,https://www.otodom.pl/pl/oferta/2-pokoje-taras-ogrod-komorka-m-postojowe-ID4oONH
Nowe osiedle/Taras 50 m2/Winda/Centrum/Garaż,1 099 000 zł,"3 pokoje/Nowoczesne osiedle/Winda/Centrum/Taras 50 m2
Posiadam w sprzedaży mieszkania na różnych piętrach oraz w różnym metrażu zarówno na tej inwestycji jak i w całym Wrocławiu.
Kupujący nie płaci prowizji oraz podatku PCC.
- doskonale skomunikowane
- balkon lub loggia do każdego z mieszkań
- przestrzeń osiedla wypełnia bujna zieleń
Mieszkanie o powierzchni około 57 m2 składa się z:
- pokoju dziennego z aneksem kuchennym
- dwóch sypialni
- łazienki
- przedpokoju
Dodatkowo:
- taras 49 m2
- balkon
Termin zakończenia budowy: II Q 2026 roku
Mieszkanie jest oddawane w stanie deweloperskim, do własnej aranżacji.
Zdjęcia przedstawione w ofercie są wizualizacjami.
✔︎ Zapewniam pomoc w uzyskaniu kredytu oraz wykończeniu mieszkania pod klucz.
✔︎ Kupując z nami nieruchomość zyskujesz 10% rabatu na wykończenie lub remont mieszkania*
✔︎ Możliwość bezpłatnej rezerwacji mieszkania.
Zapraszam do kontaktu:
Magdalena Kapica: tel. 881 474 939
@-mail:
Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Grzegorz Niewczas (licencja nr: 21838)
oto- 503124
Oferta została przygotowana na podstawie informacji uzyskanych od dewelopera. Informacje te są przez nas weryfikowane i sprawdzane, mogą jednak ulegać aktualizacji, w związku z czym powyższa oferta nie stanowi oferty handlowej w rozumieniu Kodeksu Cywilnego, a dane w niej zawarte mają jedynie charakter informacyjny.
Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Grzegorz Niewczas (licencja nr: 21838)","ul. Długa, Szczepin, Stare Miasto, Wrocław, dolnośląskie",19 451 zł/m²,3.0,"56,5 m²",brak informacji,,brak informacji,pierwotny,7/9,biuro nieruchomości,pełna własność,,balkon,garaż/miejsce parkingowe,miejskie,881 474 939,https://www.otodom.pl/pl/oferta/nowe-osiedle-taras-50-m2-winda-centrum-garaz-ID4oOMn
Top 3-pok/ 55m2 Oporów Piwnica -Parking,649 000 zł,"TOP 3-pok/ 55m2 Oporów Piwnica - Parking

Na sprzedaż, zadbane, umeblowane gotowe do zamieszkania 3-pokojowe mieszkanie położone na osiedlu Oporów. 55 mk2 po podłodze 60mk2. Znajduje się na trzecim piętrze w 3 piętrowym budynku mieszkalnym bez windy.

Układ mieszkania:

- Pokój o wymiarach 22 m2 połączony z kuchnią.

- Pokój o wymiarach 11,00 m2

- Pokój o wymiarach 9 m2, posiada dużą szafę z lustrami.

- Kuchnia - 7,0 m2 w pełni wyposażona, meble drewniane, zabudowana lodówko-zamrażarka, zmywarka, kuchenka gazowa z elektrycznym piekarnikiem.

Łazienka o wymiarach 3,5 m2, zabudowana wanna, podłoga i ściany płytki ceramiczne, pralka, meble łazienkowe, podgrzewanie wody piecykiem gazowym.

Osobna Toaleta o wymiarach 1,5 m2 , płytki.

W przedpokoju znajduje się zabudowana duża szafa KOMANDOR oraz mniejsza z lustrami.

Podłoga drewniana(klepka), miejscami wymaga renowacji.

Mieszkanie jest gotowe do zamieszkania.

Do mieszkania przynależy piwnica ok. 3mk2. W bloku dostępna rowerowania oraz utrzymana suszarnia.

Ogrzewanie C.O z osiedlowej kotłowni.

Koszty związane z czynszem to 800zł.

Osiedle monitorowane, wjazdy ograniczone szlabanami.

Dwa miejsca parkingowe za szlabanem, wynajmowane od spółdzielni każde w cenie 150 zł.



Zapraszam na prezentację,
Joanna 508042424


Oferta wysłana z programu dla biur nieruchomości ASARI CRM ()","Przedmieście Świdnickie, Stare Miasto, Wrocław, dolnośląskie",11 800 zł/m²,3.0,55 m²,brak informacji,800 zł,blok,wtórny,3/3,biuro nieruchomości,,do zamieszkania,balkon,garaż/miejsce parkingowe,inne,508 042 424,https://www.otodom.pl/pl/oferta/top-3-pok-55m2-oporow-piwnica-parking-ID4oOtJ
M4 z widokiem na las | Olimpia Port,1 190 000 zł,,"Ameriga Vespucciego, Swojczyce, Psie Pole, Wrocław, dolnośląskie",17 761 zł/m²,,,,,,,,,,,,,,602 101 602,https://www.otodom.pl/pl/oferta/m4-z-widokiem-na-las-olimpia-port-ID4oKrQ
W promocji | z ogródkiem | gotowe,859 000 zł,"Gotowe do odbioru | 4 pokoje z ogródkiem | idealne dla rodziny
Zapraszam na prezentację:
Patrycja Kuziela: tel. 881 474 171
✔︎ Zapewniam pomoc w uzyskaniu kredytu oraz wykończeniu mieszkania pod klucz.
✔︎ Możliwość bezpłatnej rezerwacji mieszkania
✔︎ Kupując ze mną nieruchomość zyskujesz 10% rabatu na wykończenie mieszkania
Kupujący nie płaci prowizji oraz podatku PCC.

Największe atuty inwestycji:
- tereny rekreacyjne Park Pawłowicki, Las Zakrzowski
- pełna infrastruktura
- ogródki, balkony, loggie
- osiedle pełne zieleni - wewnętrzne dziedzińce pełne drzew, krzewów, kwiatów i ozdobnych gatunków traw

Mieszkanie o powierzchni około 77,5 m2 usytuowana na parterze składa się z:
- pokoju dziennego z aneksem kuchennym
- trzech sypialni
- łazienki
- wc
- przedpokoju
Dodatkowo:
- ogród o pow. 37 m2
- możliwość zakupu m. postojowego w garażu podziemnym
Termin zakończenia budowy:
gotowe do odbioru
Mieszkanie jest oddawane w stanie deweloperskim, do własnej aranżacji.
Zdjęcia przedstawione w ofercie są wizualizacjami.
Oferta została przygotowana na podstawie informacji uzyskanych od dewelopera. Informacje te są przez nas weryfikowane i sprawdzane, mogą jednak ulegać aktualizacji, w związku z czym powyższa oferta nie stanowi oferty handlowej w rozumieniu Kodeksu Cywilnego, a dane w niej zawarte mają jedynie charakter informacyjny.
Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Patrycja Kuziela (licencja nr: 25313)","Zawidawie, Psie Pole, Wrocław, dolnośląskie",11 084 zł/m²,4.0,"77,5 m²",brak informacji,,brak informacji,pierwotny,parter/4,biuro nieruchomości,,do wykończenia,"ogródek, taras",,miejskie,881 474 171,https://www.otodom.pl/pl/oferta/w-promocji-z-ogrodkiem-gotowe-ID4oOMg
Nowe osiedle/3 pokoje/Winda/Centrum/Gotowe/,849 000 zł,"3 pokoje/Nowoczesne osiedle/Winda/Centrum/Gotowe
Posiadam w sprzedaży mieszkania na różnych piętrach oraz w różnym metrażu zarówno na tej inwestycji jak i w całym Wrocławiu.
Kupujący nie płaci prowizji oraz podatku PCC.
- doskonale skomunikowane
- balkon lub loggia do każdego z mieszkań
- przestrzeń osiedla wypełnia bujna zieleń
Mieszkanie o powierzchni około 61 m2 składa się z:
- pokoju dziennego z aneksem kuchennym
- dwóch sypialni
- łazienki
- WC
- przedpokoju
Dodatkowo:
- balkon
Inwestycja oddana do użytku!
Mieszkanie jest oddawane w stanie deweloperskim, do własnej aranżacji.
Zdjęcia przedstawione w ofercie są wizualizacjami.
✔︎ Zapewniam pomoc w uzyskaniu kredytu oraz wykończeniu mieszkania pod klucz.
✔︎ Kupując z nami nieruchomość zyskujesz 10% rabatu na wykończenie lub remont mieszkania*
✔︎ Możliwość bezpłatnej rezerwacji mieszkania.
Zapraszam do kontaktu:
Magdalena Kapica: tel. 881 474 939
@-mail:
Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Grzegorz Niewczas (licencja nr: 21838)
oto- 503124
Oferta została przygotowana na podstawie informacji uzyskanych od dewelopera. Informacje te są przez nas weryfikowane i sprawdzane, mogą jednak ulegać aktualizacji, w związku z czym powyższa oferta nie stanowi oferty handlowej w rozumieniu Kodeksu Cywilnego, a dane w niej zawarte mają jedynie charakter informacyjny.
Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Grzegorz Niewczas (licencja nr: 21838)","ul. Długa, Szczepin, Stare Miasto, Wrocław, dolnośląskie",13 918 zł/m²,3.0,61 m²,brak informacji,,brak informacji,pierwotny,parter/9,biuro nieruchomości,pełna własność,,balkon,garaż/miejsce parkingowe,miejskie,881 474 939,https://www.otodom.pl/pl/oferta/nowe-osiedle-3-pokoje-winda-centrum-gotowe-ID4oOMm
HIT!WrociłoDoSprzedaży!!OstatniezOgródkiem|Sprawdź,380 000 zł,,"ul. Woskowa, Brochów, Krzyki, Wrocław, dolnośląskie",11 515 zł/m²,2.0,,,,,,,,,,,,,690 725 555,https://www.otodom.pl/pl/oferta/hit-wrocilodosprzedazy-ostatniezogrodkiem-sprawdz-ID4oOMK
Dwustronne | dwa balkony | gotowe,836 600 zł,"Gotowe do odbioru | dwustronne | idealne dla rodziny | gotowe
Zapraszam na prezentację:
Patrycja Kuziela: tel. 881 474 171
✔︎ Zapewniam pomoc w uzyskaniu kredytu oraz wykończeniu mieszkania pod klucz.
✔︎ Możliwość bezpłatnej rezerwacji mieszkania
✔︎ Kupując ze mną nieruchomość zyskujesz 10% rabatu na wykończenie mieszkania
Kupujący nie płaci prowizji oraz podatku PCC.

Największe atuty inwestycji:
- tereny rekreacyjne Park Pawłowicki, Las Zakrzowski
- pełna infrastruktura
- ogródki, balkony, loggie
- osiedle pełne zieleni - wewnętrzne dziedzińce pełne drzew, krzewów, kwiatów i ozdobnych gatunków traw

Mieszkanie o powierzchni około 74,5 m2 usytuowana na 2 piętrze składa się z:
- pokoju dziennego z aneksem kuchennym
- trzech sypialni
- łazienki
- wc
- przedpokoju
Dodatkowo:
- dwie loggie o łącznej pow. 10 m2
- możliwość zakupu m. postojowego w garażu podziemnym
Termin zakończenia budowy:
gotowe do odbioru
Mieszkanie jest oddawane w stanie deweloperskim, do własnej aranżacji.
Zdjęcia przedstawione w ofercie są wizualizacjami.
Oferta została przygotowana na podstawie informacji uzyskanych od dewelopera. Informacje te są przez nas weryfikowane i sprawdzane, mogą jednak ulegać aktualizacji, w związku z czym powyższa oferta nie stanowi oferty handlowej w rozumieniu Kodeksu Cywilnego, a dane w niej zawarte mają jedynie charakter informacyjny.
Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Patrycja Kuziela (licencja nr: 25313)","Zawidawie, Psie Pole, Wrocław, dolnośląskie",11 230 zł/m²,4.0,"74,5 m²",brak informacji,,brak informacji,pierwotny,2/4,biuro nieruchomości,,do wykończenia,balkon,,miejskie,881 474 171,https://www.otodom.pl/pl/oferta/dwustronne-dwa-balkony-gotowe-ID4oOMf
Rozkładowe mieszkanie #3 pokoje #Popowice,625 000 zł,,"ul. Bobrza, Popowice Północne, Fabryczna, Wrocław, dolnośląskie",11 553 zł/m²,,,,,,,,,,,,,,502 205 830,https://www.otodom.pl/pl/oferta/rozkladowe-mieszkanie-3-pokoje-popowice-ID4oOMs
Centrum | Nowe Budownictwo | Duża kawalerka!,439 999 zł,"CENTRUM | NOWE BUDOWNICTWO | DUŻA kawalerka!

Polecam na sprzedaż gotową do wprowadzenia kawalerkę przy ul. Szybkiej, okolica ul. Walońskiej / Mierniczej.
W pełni wyposażona
To komfortowe mieszkania znajdujące się na 3 piętrze z domofonem i windą.
Budynek został oddany do użytku w 2002 r.


Mieszkanie usytuowane jest zaledwie 200 metrów od Odry, bliska odległość do Rynku, Placu Grunwaldzkiego, Dominikańskiego i na Ostów Tumski.
Lokalizacja idealna pod najem zarówno długo jak i krótko terminowy.


Zapraszam do kontaktu oraz na prezentację!
Opiekun oferty : 517039990
Oferta wysłana z programu dla biur nieruchomości ASARI CRM ()","Przedmieście Świdnickie, Stare Miasto, Wrocław, dolnośląskie",12 941 zł/m²,,34 m²,brak informacji,,blok,wtórny,2/7,biuro nieruchomości,,,,,miejskie,517 039 990,https://www.otodom.pl/pl/oferta/centrum-nowe-budownictwo-duza-kawalerka-ID4oOLv
Centrum | Inwestycja | 2 pok. | Wyremontowane,599 000 zł,,"Szczepin, Stare Miasto, Wrocław, dolnośląskie",,,,,,,,,,,,,,,600 609 212,https://www.otodom.pl/pl/oferta/centrum-inwestycja-2-pok-wyremontowane-ID4oLeu
Gotowe!|Narożne|Balkon 20m2|Tramwaj|Blisko Rzeki,1 082 000 zł,"Do sprzedaży piękne,narożne mieszkanie mieszkanie z dużym balkonem na nowym, zielonym osiedlu blisko centrum, tuż przy Odrze.
Gotowe do odbioru!
Oferta bez prowizji, bezpośrednio od dewelopera.
Dostępne różne układy mieszkań na wszystkich piętrach - zadzwoń i umów się na prezentację!","Szczepin, Stare Miasto, Wrocław, dolnośląskie",13 696 zł/m²,4.0,79 m²,brak informacji,,apartamentowiec,pierwotny,6/7,biuro nieruchomości,pełna własność,do wykończenia,"balkon, taras",garaż/miejsce parkingowe,miejskie,882 714 302,https://www.otodom.pl/pl/oferta/gotowe-narozne-balkon-20m2-tramwaj-blisko-rzeki-ID4oIeO
Nowe osiedle/3 pokoje/Winda/Dużo zieleni/Garaż,680 000 zł,"3 pokoje/Nowoczesne osiedle/Winda/Dużo zieleni/Garaż
Posiadam w sprzedaży mieszkania na różnych piętrach oraz w różnym metrażu zarówno na tej inwestycji jak i w całym Wrocławiu.
Kupujący nie płaci prowizji oraz podatku PCC.
- Balkon, taras lub ogródek do każdego z mieszkań
- Fitness, Klub Mieszkańca, place zabaw i zielone dziedzińce
- Pasaż handlowo-usługowy 650 m2
- Stacja ładowania aut elektrycznych, stacja naprawy rowerów
Mieszkanie o powierzchni około 52 m2 składa się z:
- pokoju dziennego z aneksem kuchennym
- dwóch sypialni
- łazienki
- przedpokoju
Dodatkowo:
- balkon
Zakończenie budowy IV Q 2025!
Mieszkanie jest oddawane w stanie deweloperskim, do własnej aranżacji.
Zdjęcia przedstawione w ofercie są wizualizacjami.
✔︎ Zapewniam pomoc w uzyskaniu kredytu oraz wykończeniu mieszkania pod klucz.
✔︎ Kupując z nami nieruchomość zyskujesz 10% rabatu na wykończenie lub remont mieszkania*
✔︎ Możliwość bezpłatnej rezerwacji mieszkania.
Zapraszam do kontaktu:
Magdalena Kapica: tel. 881 474 939
@-mail:
Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Grzegorz Niewczas (licencja nr: 21838)
oto- 503124
Oferta została przygotowana na podstawie informacji uzyskanych od dewelopera. Informacje te są przez nas weryfikowane i sprawdzane, mogą jednak ulegać aktualizacji, w związku z czym powyższa oferta nie stanowi oferty handlowej w rozumieniu Kodeksu Cywilnego, a dane w niej zawarte mają jedynie charakter informacyjny.
Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Grzegorz Niewczas (licencja nr: 21838)","ul. Rymarska, Krzyki, Krzyki, Wrocław, dolnośląskie",13 077 zł/m²,3.0,52 m²,brak informacji,,brak informacji,pierwotny,3/4,biuro nieruchomości,pełna własność,,balkon,garaż/miejsce parkingowe,miejskie,881 474 939,https://www.otodom.pl/pl/oferta/nowe-osiedle-3-pokoje-winda-duzo-zieleni-garaz-ID4oOMj
